ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hold_days,exit_reason
FAST,2025-03-10,2025-03-13,40.41,37.58,-7.2,3,STOP_LOSS
FAST,2025-07-15,2025-09-16,45.16,47.25,4.43,44,SMA50_BREAK
GEHC,2024-08-01,2024-10-25,84.1,88.42,4.94,60,SMA50_BREAK
GILD,2024-09-13,2024-12-09,81.95,90.59,10.34,60,MAX_HOLD
GILD,2025-02-04,2025-04-07,98.38,105.52,7.06,43,SMA50_BREAK
GILD,2025-08-11,2025-08-28,119.23,112.56,-5.79,13,SMA50_BREAK
GILD,2025-10-20,2025-12-09,122.59,119.36,-2.83,35,SMA50_BREAK
GILD,2026-01-26,2026-03-19,135.88,141.11,3.65,37,SMA50_BREAK
GOOG,2023-07-27,2023-09-22,131.8,131.25,-0.62,40,SMA50_BREAK
GOOG,2024-10-30,2024-11-04,182.41,169.64,-7.2,3,STOP_LOSS
GOOG,2024-12-11,2025-02-07,186.7,187.14,0.04,38,SMA50_BREAK
GOOGL,2023-07-27,2023-09-21,131.67,130.44,-1.13,39,SMA50_BREAK
GOOGL,2024-10-30,2024-11-04,180.68,168.03,-7.2,3,STOP_LOSS
GOOGL,2024-12-11,2025-02-07,185.31,185.34,-0.18,38,SMA50_BREAK
IDXX,2023-07-11,2023-08-16,521.97,499.55,-4.5,26,SMA50_BREAK
IDXX,2024-02-06,2024-03-11,575.96,548.31,-5.0,23,SMA50_BREAK
IDXX,2025-07-28,2025-09-25,563.13,618.17,9.57,42,SMA50_BREAK
INTU,2023-08-28,2023-09-21,519.05,504.37,-3.03,17,SMA50_BREAK
ISRG,2023-03-27,2023-06-22,257.51,327.62,27.03,60,MAX_HOLD
ISRG,2024-06-06,2024-07-18,413.92,416.14,0.34,28,SMA50_BREAK
ISRG,2024-07-22,2024-08-05,462.33,429.97,-7.2,10,STOP_LOSS
ISRG,2024-10-21,2024-12-19,519.04,523.91,0.74,42,SMA50_BREAK
ISRG,2025-01-16,2025-02-27,582.6,563.77,-3.43,28,SMA50_BREAK
KLAC,2023-07-31,2023-08-14,512.01,476.17,-7.2,10,STOP_LOSS
LIN,2023-02-27,2023-03-15,346.25,330.93,-4.62,12,SMA50_BREAK
LIN,2023-12-13,2024-01-22,405.94,406.47,-0.07,25,SMA50_BREAK
LIN,2024-02-07,2024-04-12,419.07,447.41,6.56,45,SMA50_BREAK
LULU,2023-09-05,2023-09-26,400.0,380.66,-5.03,15,SMA50_BREAK
LULU,2023-10-17,2023-10-27,415.0,385.95,-7.2,8,STOP_LOSS
LULU,2024-03-22,2024-03-25,416.25,387.11,-7.2,1,STOP_LOSS
MAR,2023-05-03,2023-05-24,179.62,168.25,-6.53,15,SMA50_BREAK
MAR,2023-07-24,2023-09-19,193.76,198.54,2.27,40,SMA50_BREAK
MAR,2024-01-19,2024-04-15,232.67,248.41,6.56,59,SMA50_BREAK
MCHP,2023-06-08,2023-08-04,81.17,83.46,2.62,39,SMA50_BREAK
MDB,2023-07-19,2023-07-26,429.55,399.48,-7.2,5,STOP_LOSS
MDLZ,2023-05-01,2023-05-30,76.52,72.37,-5.62,20,SMA50_BREAK
MDLZ,2023-07-31,2023-08-14,74.91,73.21,-2.47,10,SMA50_BREAK
MELI,2024-01-22,2024-02-23,1748.45,1626.06,-7.2,23,STOP_LOSS
MELI,2024-08-05,2024-10-03,1666.0,1959.2,17.4,42,SMA50_BREAK
META,2025-01-27,2025-03-04,626.61,640.0,1.94,25,SMA50_BREAK
META,2025-08-01,2025-09-02,760.73,735.11,-3.57,21,SMA50_BREAK
MNST,2023-05-04,2023-06-28,58.58,57.15,-2.64,37,SMA50_BREAK
MNST,2025-08-11,2025-11-04,64.43,66.87,3.59,60,MAX_HOLD
MNST,2025-11-25,2026-02-24,73.44,85.54,16.28,60,MAX_HOLD
MNST,2026-02-27,2026-03-03,85.75,79.75,-7.2,2,STOP_LOSS
MSFT,2023-04-27,2023-07-25,295.97,350.98,18.39,60,MAX_HOLD
MSFT,2025-08-01,2025-08-21,535.0,504.24,-5.95,14,SMA50_BREAK
MSFT,2025-10-29,2025-11-05,544.94,506.79,-7.2,5,STOP_LOSS
MU,2023-11-10,2024-02-08,74.44,84.88,13.82,60,MAX_HOLD
NFLX,2024-10-21,2025-01-10,76.58,83.77,9.19,55,SMA50_BREAK
NFLX,2025-01-23,2025-03-06,95.78,90.64,-5.57,29,SMA50_BREAK
NVDA,2024-01-09,2024-04-05,52.4,88.01,67.75,60,MAX_HOLD
ODFL,2024-02-08,2024-04-10,215.67,215.04,-0.49,42,SMA50_BREAK
ORLY,2022-10-28,2023-01-04,54.09,55.12,1.69,45,SMA50_BREAK
ORLY,2023-02-15,2023-03-09,57.2,54.82,-4.36,15,SMA50_BREAK
ORLY,2024-01-22,2024-04-11,68.57,72.2,5.09,56,SMA50_BREAK
ORLY,2024-11-07,2024-12-19,82.13,80.96,-1.62,29,SMA50_BREAK
ORLY,2025-02-06,2025-04-07,89.13,88.92,-0.43,41,SMA50_BREAK
ORLY,2025-07-25,2025-10-06,99.24,103.3,3.89,50,SMA50_BREAK
PANW,2024-06-28,2024-07-25,170.0,160.07,-6.04,18,SMA50_BREAK
PAYX,2024-10-02,2024-12-09,139.38,140.95,0.93,47,SMA50_BREAK
PCAR,2023-04-26,2023-05-02,74.48,72.43,-2.95,4,SMA50_BREAK
PCAR,2024-01-24,2024-04-18,101.83,113.76,11.52,59,SMA50_BREAK
PYPL,2024-08-01,2024-08-02,65.78,61.18,-7.2,1,STOP_LOSS
QCOM,2024-01-22,2024-02-01,152.75,142.06,-7.2,8,STOP_LOSS
QCOM,2024-05-03,2024-07-11,182.24,199.85,9.46,46,SMA50_BREAK
REGN,2023-02-06,2023-02-16,784.78,736.33,-6.37,8,SMA50_BREAK
REGN,2023-03-24,2023-04-26,805.05,778.0,-3.56,22,SMA50_BREAK
REGN,2024-01-03,2024-04-01,906.8,969.31,6.69,60,MAX_HOLD
REGN,2024-06-24,2024-09-18,1060.0,1138.81,7.23,60,MAX_HOLD
ROP,2023-07-24,2023-09-25,500.13,492.59,-1.71,44,SMA50_BREAK
ROST,2023-08-21,2023-09-20,118.62,114.95,-3.29,21,SMA50_BREAK
ROST,2023-11-20,2024-02-16,128.82,144.08,11.65,60,MAX_HOLD
ROST,2024-05-28,2024-07-24,141.28,142.09,0.37,39,SMA50_BREAK
ROST,2025-11-26,2026-02-25,176.23,201.53,14.16,60,MAX_HOLD
ROST,2026-03-02,2026-05-11,203.09,214.55,5.44,49,SMA50_BREAK
ROST,2026-05-26,2026-06-04,236.29,233.06,-1.57,8,EOD
SBUX,2023-04-26,2023-05-03,109.01,103.96,-4.83,5,SMA50_BREAK
SNPS,2023-10-11,2023-10-25,490.28,455.96,-7.2,10,STOP_LOSS
SNPS,2024-05-24,2024-07-17,582.9,570.38,-2.35,35,SMA50_BREAK
TMUS,2022-07-28,2022-09-13,141.46,137.74,-2.83,32,SMA50_BREAK
TMUS,2024-03-06,2024-03-14,165.8,162.86,-1.97,6,SMA50_BREAK
TMUS,2024-06-03,2024-07-25,174.5,175.14,0.17,36,SMA50_BREAK
TMUS,2024-10-25,2024-12-16,233.55,229.47,-1.95,35,SMA50_BREAK
TMUS,2025-01-30,2025-04-04,239.21,248.11,3.52,45,SMA50_BREAK
TTWO,2023-07-12,2023-08-04,151.56,142.18,-6.39,17,SMA50_BREAK
TTWO,2025-09-29,2025-11-07,257.57,239.54,-7.2,29,STOP_LOSS
TXN,2024-11-07,2024-11-15,215.8,200.69,-7.2,6,STOP_LOSS
VRSK,2023-05-04,2023-08-01,208.93,229.22,9.51,60,MAX_HOLD
VRSK,2025-02-26,2025-03-20,263.97,287.68,8.78,16,SMA50_BREAK
VRSK,2025-05-08,2025-06-25,312.0,304.17,-2.71,32,SMA50_BREAK
VRTX,2022-10-25,2022-10-27,312.0,290.16,-7.2,2,STOP_LOSS
VRTX,2023-03-27,2023-05-30,314.68,325.3,3.17,44,SMA50_BREAK
VRTX,2023-10-16,2023-11-15,372.12,349.34,-6.32,22,SMA50_BREAK
VRTX,2023-12-14,2024-02-29,404.1,420.74,3.92,51,SMA50_BREAK
VRTX,2024-11-06,2024-11-15,505.35,469.98,-7.2,7,STOP_LOSS
XEL,2024-09-11,2024-10-30,63.7,63.05,-1.22,35,SMA50_BREAK
XEL,2024-11-01,2024-12-18,67.8,66.4,-2.26,32,SMA50_BREAK
XEL,2025-03-03,2025-03-25,71.89,67.93,-5.71,16,SMA50_BREAK
XEL,2025-08-05,2025-09-17,74.08,72.05,-2.94,30,SMA50_BREAK
